min.log.penalty,max.log.penalty
0.253960642275,0.374922615055
0.0695931714577,0.161706851657
0.120704555866,0.205694227987
0.149884163448,0.369313934957
0.339890611549,0.501933581357
0.121383492799,0.19572755062
-inf,0.0786551203722
0.0462419239587,0.0678385645541
0.108667116352,0.297280113291
0.339266114591,0.827763378147
0.107270094169,0.169639740146
0.173027640601,0.329669156558
0.0629330436051,0.105044542137
0.0970170918053,0.173260988024
0.142842602343,0.30631787744
-inf,0.16104569338
0.0231863953226,0.0378013586705
0.0271932722833,0.049814342371
0.0757663563877,0.189727609439
0.0495698735742,0.0917403964266
0.0873492622164,0.142329587487
0.224752947831,0.59357734689
-inf,0.203775514734
0.15869726294,0.389907181117
0.110485036412,0.180753645063
0.0799148577575,0.135514091613
0.0420854670505,0.096441693576
0.0878159873607,0.128077288448
0.0276217133298,0.0654282529287
0.128626590498,0.201182974433
0.102146515797,0.174041931755
-inf,0.311175781371
0.124261863005,0.258006590232
0.171728523063,0.293517368663
0.547100499023,0.90967927651
0.061029802232,0.12716107418
0.0396732327532,0.0769676734324
0.242180175274,0.528384680289
0.0550565956108,0.141635459449
0.0286333913981,0.0828699965817
0.102293661597,0.185481383043
0.209421735556,0.459170810086
-inf,0.356848374646
0.117056594674,0.21830725211
0.00754641455841,0.0182942740808
0.0718734127613,0.1238785822
0.0610072960223,0.148053110967
0.195105069199,0.423045050572
0.0953965544141,0.161736746001
0.310305225348,0.456292533491
-inf,0.0567962056353
0.0,0.000677802995182
0.0495701299385,0.100665821258
-inf,0.0651061763929
0.0437932479385,0.219181088974
0.110162470005,0.224971746807
0.00847519060527,0.0117367804709
0.00439765826467,0.00761204048293
0.249983674097,0.474773582682
0.248250212971,0.377426938339
0.214680186077,0.563199736824
0.141789315206,0.297012890178
0.27493196785,0.446065042355
0.184385442524,0.30964597684
0.100523683286,0.173244749321
0.140579642751,0.221853341957
0.066261598664,0.154792593665
0.598908421175,0.998369029872
0.0591331144356,0.0956954802876
0.13106125726,0.2138827219
0.182226205695,0.370968434497
0.0638303195559,0.130145539244
0.0426653388918,0.33474448283
0.272684093179,0.358746347948
0.259538852223,0.413494243464
0.273728195557,0.48750452307
0.185169755732,0.351833764588
0.0747928098604,inf
0.0678200862829,0.147933247038
0.0679185182772,0.106298336475
0.0308070812356,0.0556465503158
0.160917825251,0.299204287078
0.174444921908,0.392432488726
0.63302940259,1.0
0.022743010128,0.0309783662501
-inf,0.107973249479
0.409017722485,0.922181357415
0.0722620204569,0.143517354971
0.0135534956138,0.0285270925416
0.298587407417,0.510484430506
0.122105079467,0.21705153973
0.0611525024702,0.117156300049
0.0267454760741,0.0689942205189
0.289657830337,0.563444216988
0.315306127277,0.571462023641
0.244504025603,0.480925278185
0.112827136888,0.266143783137
0.199185278021,0.431824125149
0.145228360133,0.254009971218
0.760494431617,inf
0.335650636926,0.528383535258
0.0476951979183,0.08099707954
0.0717470417917,0.140604880756
0.134124880575,0.277483269981
0.14768789365,0.220843586336
0.338072877998,0.601380518958
0.00368357278458,0.00531052649393
0.137821915255,0.190952504707
