min.log.penalty,max.log.penalty
0.0971388904144,0.144202021651
0.0768415271307,0.180900257086
0.12281088245,0.210524544198
0.0853141668621,0.212699423268
0.0581359327587,0.0866341721306
0.136688373924,0.221495151079
-inf,0.265517464382
0.155233924375,0.228714921026
0.20032523695,0.551293121606
0.4088037573,1.0
0.0101840058102,0.0170533868935
0.00803987300376,0.0167876028117
0.0313918009757,0.0535284380602
0.0476622665193,0.0864454037204
0.00464398021954,0.0118141671494
-inf,0.0370508021891
0.00868638859223,0.015219833462
0.00875310676863,0.0174234585851
0.00543278023055,0.0160534249127
0.049013186045,0.0922084632185
0.0177795417131,0.0300070394522
0.00898724864375,0.0263967843489
-inf,0.0282891175175
0.0129376581269,0.0341588388968
0.00936199513107,0.0163523950577
0.00717110521421,0.0132947943793
0.0076241402603,0.019597709403
0.00834309376646,0.0129160400288
0.00685928755774,0.0185185020179
0.0114105442481,0.0187662154465
0.0436193539891,0.0755019272141
-inf,0.0822464404491
0.0264853953002,0.0567650012582
0.0361818638968,0.0630094650165
0.0710967245536,0.119297378707
0.0490532054183,0.104085498588
0.00608803404348,0.0133553311026
0.00755198944749,0.0183917459814
0.00824134347597,0.0237811327595
0.00562644453735,0.0194116972279
0.0144763957352,0.0275805869008
0.0220752445613,0.0503466527953
-inf,0.0496898589046
0.0218166948166,0.0421091841571
0.0172564589376,0.0446522147708
0.0182166319095,0.0325946782167
0.00348354170605,0.0107752223189
0.00918587056738,0.0218136693861
0.0139062982349,0.0247162049867
0.0201413407839,0.0303816071135
-inf,0.031882873099
0.00698407870621,0.0154945314761
0.0251097066692,0.0527364495036
-inf,0.0233123098083
0.00289219966827,0.0210020595195
0.0179595225166,0.0383861775515
0.0215117591489,0.0305643776946
0.0103350619385,0.0193628639967
0.0137226081725,0.0275223265549
0.0108283447125,0.0173069385758
0.00802570183562,0.0236871399791
0.0128513339537,0.0287042623855
0.00781190014392,0.0136827645448
0.0307665946776,0.0527817622877
0.0490331433586,0.0857252414659
0.0652224627933,0.103902667816
0.00336280883113,0.0100279038429
0.00813102608574,0.0146329743147
0.0120291077874,0.0204857492011
0.0171681058064,0.0290506336233
0.0168667455577,0.0360243451494
0.0186770622969,0.0398063341629
0.0,0.0110929455196
0.0114115519847,0.015525028455
0.00960354662167,0.0162619044161
0.0208763774093,0.0384508481557
0.00876669619632,0.0181180405422
0.0170712480599,inf
0.00430434988523,0.0113113648431
0.0241872850071,0.0387985069174
0.00897764818888,0.0175581571615
0.0127426456281,0.0250919793387
