min.log.penalty,max.log.penalty
0.0430975859616,0.0651652478573
0.322321277108,0.75407799284
0.112894274018,0.194739965256
0.151084679884,0.377183328273
0.155605747862,0.231351890783
0.200603934626,0.325579934122
-inf,0.400124990887
0.227274038379,0.335250699035
0.0,0.00557473624256
0.287726021315,0.706807434481
0.0331720759153,0.0543523680192
0.332469471364,0.636608144428
0.391015112868,0.655408259789
0.357563533277,0.641504682198
0.0716447515722,0.157394755125
-inf,0.0152547389024
0.438954057375,0.719386749847
0.10988355916,0.204456523007
0.254238239203,0.642197401507
0.0608918247755,0.11558060438
0.0309182476839,0.0524332829168
0.255467486765,0.680228722177
-inf,0.716529148582
0.105726744794,0.264578790557
0.00383420384027,0.00831859310818
0.0503741346209,0.0877193334212
0.343865635531,0.793660423069
0.0306866517461,0.0462515769271
0.267830614597,0.64073540248
0.505802522563,0.793246834675
0.324733480725,0.555876639591
-inf,0.751110530843
0.248987338093,0.52074046785
0.427041356478,0.732425298679
0.02420174809,0.0423714288496
0.278725345198,0.584941525672
0.176250098993,0.345556999791
0.332746387072,0.730005467773
0.175923671071,0.458347833996
0.123823505333,0.365648484953
0.23263573329,0.424697451534
0.327401998544,0.721944534693
-inf,0.416971352571
0.281395154387,0.527869205711
0.191306079057,0.473682581239
0.158597337714,0.275906993514
0.0866549526979,0.215172559225
0.162993987904,0.357308441746
0.326882104406,0.55677556169
0.293825678526,0.43363335761
-inf,1.0
0.446124256377,0.890826450377
0.264343719745,0.540925938316
-inf,0.135542791183
0.0489073832102,0.258305798722
0.322300420196,0.661979146318
0.535125701696,0.745848332189
0.223821661746,0.395333718455
0.421823221188,0.804237189883
0.0966800428795,0.148686382518
0.274336900611,0.725212559426
0.412070520212,0.867153764725
0.481742119404,0.783758890069
0.180803389493,0.305906430923
0.121319886612,0.211533993076
0.00384334416367,0.00792386924463
0.0178229039386,0.0459820854727
0.188903167084,0.317067978847
0.418175829646,0.679350501799
0.114963551095,0.18972083159
0.229787519448,0.471303314385
0.310088513181,0.636311010004
0.0730809067128,0.597092017424
0.529501212521,0.69771837105
0.348308205863,0.556938033756
0.163979709378,0.294617855233
0.0145521691134,0.0305493723887
0.210559348099,inf
0.130349491705,0.288448045958
0.30217286514,0.475102751964
0.0462123255669,0.08624472611
0.0401097150358,0.0773679764333
0.295491574739,0.66905390635
0.0682504886977,0.109684477547
0.08548891474,0.117809299473
-inf,0.855564939326
0.239024460975,0.543040866871
0.0506255040761,0.10381376356
0.281530986066,0.599453497476
0.285409814467,0.490329486398
0.00703077766699,0.0150012537543
0.260647984263,0.502853976206
0.260964947398,0.680507700805
0.317151220561,0.620105730719
0.263801703689,0.480819362814
0.208285366816,0.412906341458
0.154405326068,0.368851150887
0.21797970606,0.476501206797
0.35350941667,0.62096713222
0.0925169853903,inf
0.32561780153,0.514511966766
0.345197150367,0.589191882873
0.314239199477,0.619510242536
0.0790300031532,0.167022741848
0.219189489388,0.329458241236
0.053392855429,0.0974946760715
0.27421327257,0.401685845832
0.0188240910777,0.0273261546425
0.261443239898,0.673928616015
0.320007533761,0.526701601798
0.243793369088,inf
0.327238857463,0.634572787219
0.138168503178,0.231268479929
0.0564167921241,0.16811209043
0.175954577426,0.521869371877
0.213131345436,0.546959034682
0.285743633747,0.532800112117
0.363993851008,0.594774523107
0.30109011436,0.528417339485
0.217580622157,0.54146857634
0.133496911794,0.212171026611
