method,fold,loss
constant,1,0.0107873332047707
constant,2,0.0132753956783703
constant,3,0.0076153170826434
constant,4,0.0171113242013235
constant,5,0.0168612290116855
linear,1,0.004643856566042
linear,2,0.0040788915996531
linear,3,0.0041783209277197
linear,4,0.0058046011236982
linear,5,0.0099623980230025
knn,1,0.0095921427975209
knn,2,0.007231595953339
knn,3,0.0113738811237197
knn,4,0.0138339518874145
knn,5,0.0158964936580291
mmit,1,0.0045138991224546
mmit,2,0.0032030360113935
mmit,3,0.0053588524202068
mmit,4,0.0046856375057061
mmit,5,0.0105862241296671
rf,1,0.011366294415055
rf,2,0.0120284468782429
rf,3,0.0120056530636115
rf,4,0.0144605358237419
rf,5,0.0233891338995562
mlp,1,0.007784344484558632
mlp,2,0.004732369453459004
mlp,3,0.006862641713635851
mlp,4,0.00744358885770326
mlp,5,0.013484435353247703
