method,fold,loss
constant,1,0.0039881250174403
constant,2,0.0027209799183992
constant,3,0.007304185023487
constant,4,0.0115229746246862
constant,5,0.008864995234301
linear,1,0.0013956487998355
linear,2,0.0004352795421364
linear,3,0.0010570865997014
linear,4,0.0043127334460276
linear,5,0.0021230728788366
knn,1,0.0005330560936761
knn,2,0.0004942671635545
knn,3,0.0049177713291808
knn,4,0.0011274950876387
knn,5,0.0019230277827781
mmit,1,0.0024501714483947
mmit,2,1.3860667024693922e-05
mmit,3,0.004613589193714
mmit,4,0.0046457691528582
mmit,5,0.003555814668
rf,1,0.0023083801281027
rf,2,0.000387347312179
rf,3,0.0014630854620434
rf,4,0.0043530362710655
rf,5,0.0014734094684385
mlp,1,0.0024227687077852
mlp,2,0.0005724649006305
mlp,3,0.0006391085297437
mlp,4,0.0045305120441332
mlp,5,0.0031140433228002
aft_xgboost,1,0.05862058231994387
aft_xgboost,2,0.00011732498404290542
aft_xgboost,3,0.031851276850430335
aft_xgboost,4,0.036288707597632655
aft_xgboost,5,0.13177282358660686
