min.log.penalty,max.log.penalty
0.232450882221,0.368620416662
0.165887364741,0.456570825698
0.225028162288,0.421218896429
0.158988954006,0.470042346634
0.174912817192,0.2837483119
0.224849493355,0.395395224747
-inf,0.41105900481
0.306849901033,0.475563315143
0.115950119898,0.410064031056
0.113025128403,0.352579084807
0.190118988493,0.331824679413
0.238988241298,0.503794190959
0.245014391361,0.445069598492
0.220446394489,0.435877848576
0.151914335315,0.386979668285
-inf,0.197536918029
0.200176278354,0.360924496125
0.157874285537,0.334450788967
0.164421902584,0.492484849715
0.21510150775,0.444078847798
0.235650601208,0.417808618936
0.136837005656,0.449017171507
-inf,0.471391409549
0.125730968882,0.386767529646
0.146289223739,0.273378088776
0.173143342908,0.330953243982
0.2239572448,0.583243664083
0.199510984029,0.315596529305
0.131452443233,0.38561086333
0.145810102255,0.258237278848
0.208638676822,0.393245345129
-inf,0.414012220379
0.261078343076,0.599812971214
0.242071862423,0.451706126213
0.250095938377,0.451202414582
0.154788598571,0.380775584706
0.0932106018619,0.231412698797
0.162314708774,0.417248204651
0.142126393106,0.450206349322
0.0916681681652,0.367596337542
0.1649392861,0.342646546151
0.104152313727,0.292025624134
-inf,0.464126606296
0.112606273149,0.25626623843
0.231707166106,0.64542072674
0.22163741573,0.420952490435
0.069213992483,0.244395988606
0.178356562676,0.449171232437
0.39100299847,0.700425427644
0.225440105472,0.356626915244
-inf,0.42878077755
0.144677634793,0.340593055319
0.21271811239,0.487692014016
-inf,0.321447762462
0.0406516265871,0.41805922991
0.176485810963,0.416251565634
0.263764895236,0.387866426658
0.0961103612515,0.208967191306
0.251047097799,0.524857689064
0.139356709769,0.239651351453
0.160432518931,0.507607844362
0.132823440725,0.336762371375
0.211550743885,0.376480299662
0.271067063198,0.49157823947
0.154950537382,0.305801553979
0.243387064582,0.41507291844
0.0731471554374,0.24242567704
0.226093185545,0.412472532549
0.339277284234,0.582583819194
0.271631139882,0.477174366166
0.208115074559,0.479066726668
0.182586714133,0.428182424676
0.0,0.365952261375
0.29381790216,0.403422595589
0.165175636914,0.294830746231
0.331501272565,0.632162690797
0.191865572663,0.412679407748
0.231167728364,inf
0.145818333794,0.381498433527
0.271541961999,0.455479648891
0.183442767601,0.375196946881
0.258943087016,0.527491436872
0.20629403701,0.530922027535
0.223269232318,0.383620997762
0.446499742356,0.628615017421
-inf,0.505925495712
0.119357690393,0.336025544664
0.16986996736,0.390344359439
0.143822114124,0.363891949407
0.199284952899,0.378605370888
0.244487128441,0.476293955529
0.0952620830294,0.231613768533
0.155790747792,0.487820055793
0.0879568700007,0.22151823068
0.222672488285,0.446956807352
0.174877330242,0.395618686398
0.136290728013,0.394214337233
0.203963331176,0.504623719184
0.167197093187,0.332503491472
0.176431634429,inf
0.213486232883,0.366728939517
0.143014846176,0.280482188022
0.252155091067,0.545872642229
0.159887425168,0.387969919481
0.140301768456,0.236282043344
0.306470982668,0.586778968396
0.202582788134,0.320148409121
0.226541845818,0.334524541306
0.167805610913,0.512386080437
0.19104686906,0.347290722288
0.272199050382,inf
0.214501990874,0.463552001652
0.143862475147,0.273684403694
0.20011121184,0.67478805688
0.116270324079,0.443622160128
0.113110319804,0.369859419055
0.151820890801,0.3271821853
0.172703960703,0.314729900355
0.290089882717,0.546604240497
0.1454080766,0.436872147315
0.232554388078,0.397051984284
0.363648067643,0.727084716575
0.212932758989,0.353186802219
0.182525165878,0.343294561727
0.22740655037,0.531102457362
0.262009993857,0.471023639086
0.0949988478877,0.430687141517
0.254901375144,0.451137620703
0.129952941542,0.313767485392
0.0825755838962,0.359483213473
0.223495505342,0.410765042065
0.0729054339384,0.287133928785
0.189717262683,0.407825534831
0.135137520577,0.550929141642
0.166138822413,0.33652816399
0.305683077587,0.533029900172
0.123026375082,0.281821700592
0.228171301826,0.470064248055
0.162900778354,0.310961249799
0.265657969876,0.428091905034
0.0998297330067,0.323383405703
0.239541270656,0.531277459051
0.147054584186,0.340736975652
0.23329168705,inf
0.220368282108,0.307600379486
0.18964659929,0.395607096138
0.290292676544,0.507770760063
0.236605838745,0.515825630359
0.21792582587,0.549419595289
0.200330894309,0.441611219242
0.198799679622,0.472156400604
0.242123701886,0.463930493357
0.394406433047,1.0
0.24221910131,0.486278172372
0.209950009956,0.353227039748
0.327900022024,0.597477312014
0.176898899802,0.437291232407
0.203086920111,0.427817330284
0.243228459474,0.392058446759
0.140561022121,0.354519431482
0.121769561042,0.348376744629
0.261085278694,0.621746249026
0.169607432842,0.422787222316
0.168197134716,0.344633595721
0.175289022251,0.55889127236
0.260227850226,0.412261040427
0.277039111863,0.468688659745
0.194935836484,0.387565355749
0.107435049976,0.236657085743
0.242075576583,0.461236754871
