min.log.penalty,max.log.penalty
0.418670335395,0.711158528345
0.22007515717,0.770686377416
0.439878984604,0.887481472034
0.257723387022,0.921236827169
0.455495461563,0.765781089061
0.464173515767,0.868415015809
-inf,0.684128497414
0.301735442698,0.534478184774
0.167325091362,0.797152736083
0.210702023615,0.795198616496
0.505276312244,0.913016327896
0.358055369438,0.859208180468
0.418833038765,0.830556193949
0.362025537288,0.800478370963
0.341678193136,0.956565919556
-inf,0.50205363437
0.367485632586,0.72427320494
0.223064189421,0.572727096756
0.217181445359,0.838419129247
0.320464995423,0.760308969326
0.467828886887,0.885758480662
0.12271673062,0.644536047079
-inf,0.778926164634
0.189961735526,0.751422832373
0.305906389139,0.624937556677
0.348635557556,0.727582464268
0.21207366886,0.73971206379
0.317480508986,0.55285210376
0.154861631182,0.636305093774
0.445191990758,0.806753426931
0.403743346428,0.825802742695
-inf,0.755095863015
0.278278496205,0.788331425032
0.392600318626,0.809716414516
0.484237368199,0.934548015643
0.266378402979,0.767567259835
0.305083358497,0.776942119901
0.226735515621,0.725507278524
0.109968690191,0.590895787249
0.125940951037,0.737030866397
0.275644076892,0.658971972521
0.208006218566,0.689023759767
-inf,0.684996834584
0.240565453076,0.61783437713
0.214829729123,0.809877020168
0.423709596123,0.872325805326
0.124022666108,0.580369304285
0.276739831709,0.828350896459
0.262302109049,0.580839358541
0.495650846261,0.820757440198
-inf,1.0
0.382150647082,0.9534196802
0.289178556432,0.789767941971
-inf,0.652306851971
0.0,0.783775554032
0.191226820347,0.594336244213
0.54623456604,0.836405620348
0.227273937606,0.546335627421
0.356753216919,0.85324253208
0.273551002266,0.517535535021
