min.log.penalty,max.log.penalty
0.270358671909,0.440446621844
0.164908586062,0.498412912991
0.294900376155,0.563796807422
0.252629303788,0.749647527375
0.235815790956,0.389564368097
0.253085045957,0.461342026775
-inf,0.511639499444
0.264685123855,0.429228750625
0.00470738917551,0.163296159082
0.0770836471275,0.312780993673
0.166656452462,0.314068658844
0.106339106148,0.281097749318
0.13953711585,0.29116118601
0.216363358214,0.454761507358
0.113520646125,0.342709643343
-inf,0.203126963989
0.12820260928,0.264400047918
0.135292728954,0.320802601545
0.240981359324,0.734543493786
0.0804306100355,0.222889057238
0.210399408046,0.397609291037
0.0284667439866,0.217317820653
-inf,0.314075875975
0.0867543303216,0.339460739137
0.123537920411,0.257321624592
0.137658146839,0.29392003521
0.113544295041,0.372848571382
0.187929447385,0.313972090298
0.09698034705,0.349476835964
0.205991752578,0.371188931903
0.229275058822,0.451872516839
-inf,0.493164239665
0.384694599494,0.892476012756
0.158352525612,0.332174495023
0.166085433084,0.33355210565
0.0920870185495,0.286101097818
0.0740368144702,0.225532275901
0.0650175498925,0.244233259166
0.0461327772523,0.255311433046
0.0564226439045,0.328578946025
0.145910862179,0.335211153389
0.103068890289,0.329346009408
-inf,0.324089199128
0.181374273392,0.413396978337
0.216541638616,0.656529070535
0.332951489653,0.637086744282
0.159111392509,0.51043382144
0.248000267278,0.639129581992
0.384655034929,0.712823448641
0.187967247563,0.317173104487
-inf,0.385839552211
0.130454351362,0.3452144577
0.180405925343,0.456363928103
-inf,0.479796929608
0.0066789204017,0.381239561374
0.130344120541,0.356671727998
0.255117784764,0.388855295429
0.200929356336,0.418102807626
0.282420410559,0.614387421868
0.091512561708,0.184216153615
0.0234189860525,0.202051719836
0.120459949522,0.347302909413
0.1548426332,0.305171772903
0.123512629153,0.266321589115
0.131520239167,0.289495407213
0.120575018174,0.240437658043
0.0480005255703,0.228148159756
0.150536374554,0.308700591279
0.150530844805,0.297469008372
0.302745734438,0.549016163339
0.182402455581,0.461181805466
0.316195031481,0.735548261008
0.0,0.594437371382
0.520460255529,0.712137431441
0.419703958741,0.720168159967
0.523399449232,1.0
0.347237989857,0.737967219032
0.16906315955,inf
0.133735274822,0.394488553252
0.23955866568,0.424221673493
0.221951131892,0.471844339569
0.240782970434,0.522322667379
0.132650503909,0.406778808191
0.322394590539,0.559510596301
0.211825785258,0.320548745635
-inf,0.606008334484
0.043791389262,0.207367400963
0.113903926578,0.311948368542
0.0768870035415,0.259361812217
0.161178212648,0.3370603735
0.31575971023,0.628947383442
0.197734375484,0.458685210689
0.197523571357,0.648658516234
0.227844306712,0.52515035925
0.257152254652,0.536496930532
0.321926994765,0.717123278378
0.275565300784,0.768242566392
0.109757614167,0.339190116401
0.14193124179,0.313234573416
0.128983271417,inf
0.153516603146,0.291418316396
0.165803589218,0.342525884128
0.183823029151,0.44381771244
0.101664184038,0.303040909908
0.239575185843,0.401270138015
0.18585622572,0.398102554422
0.301168126281,0.479317488819
0.199352611744,0.309679629144
0.182769601157,0.602518564785
0.110820439017,0.237032209426
0.101010672114,inf
0.103705889943,0.280646797515
0.100959002924,0.224433181309
0.0449124257034,0.291167223666
0.0275037063677,0.247694960684
0.0771674670215,0.329783129605
0.107603783665,0.273600184132
0.110772898208,0.234782111347
0.0797163633941,0.203920228
0.0696939684457,0.298885566532
0.13646516107,0.264806620632
0.118061161685,0.296414685154
0.15296589804,0.279151498524
0.130496642873,0.278472556203
0.231538060238,0.57569552709
0.344042670389,0.62949010748
0.0838650529756,0.469655119636
0.340246402217,0.612008357032
0.189123707817,0.465667887528
0.128602935429,0.567129562223
0.268526171249,0.508771395173
0.0974431635058,0.409805535293
0.226141061609,0.506800169544
0.063823523475,0.39564724466
0.183870656928,0.393861323384
0.290373769988,0.529092255649
0.179438783497,0.419005034278
0.373575307408,0.769025784299
0.415017277956,0.758535007726
0.492901207728,0.788011681285
0.0162496206401,0.166336325352
0.160047924884,0.405725821788
0.0584521393563,0.198633078338
0.138384169507,inf
0.189990592444,0.278142830303
0.107423012732,0.271873783456
0.252667027056,0.46738430744
0.211224336171,0.498036814802
0.199875139606,0.54996444832
0.172870722711,0.419672898272
0.188609567384,0.486988177641
0.276052293086,0.548311866864
0.280366008214,0.77669141473
0.386085804579,0.776442352754
0.261515305077,0.450965762103
0.453889905326,0.836095251335
0.207794562842,0.540769193116
0.171917370465,0.398483923965
0.242628146758,0.407853625498
