min.log.penalty,max.log.penalty
0.111346706728,0.165328858029
0.120336550986,0.282495664516
0.161357054576,0.276462657483
0.404470525506,1.0
0.176539830971,0.261659016727
0.255373297502,0.413147382512
-inf,0.187210718464
0.425200721082,0.625301983062
0.104372290056,0.28911568584
0.170053820172,0.417785067902
0.104524646075,0.16650007406
0.43215194656,0.825445857998
0.506863988556,0.848093598374
0.382615739677,0.685264927038
0.00240369828211,0.00736321072404
-inf,0.298950619234
0.00272140715914,0.00566863804582
0.00178384198263,0.00488581836864
0.144319294464,0.36470358831
0.00654675059269,0.013775186602
0.00669833650952,0.0121353520084
0.00230528031093,0.00925254116903
-inf,0.00583105412139
0.0316272743659,0.0805551991612
0.388551421442,0.637216609071
0.249844233556,0.425321799633
0.196638263148,0.453970001474
0.336205207667,0.491481688126
0.00435467376691,0.0129952164569
0.268361228002,0.420995503164
0.23733501173,0.40597334561
-inf,0.544010492334
0.124149783166,0.260002473371
0.422023357847,0.722935611208
0.0199412583971,0.0344367718168
0.152691081838,0.320625014396
0.0675708652059,0.133136283702
0.0767860283818,0.169860919486
0.0027227466099,0.0100513667178
0.0481622937031,0.143512851371
0.364555440386,0.663003416303
0.144221432031,0.318630139528
-inf,0.760561020634
0.168908588544,0.316855776711
0.186619125912,0.460330368207
0.0030929705661,0.00673141533184
0.0686058301799,0.169476786757
0.39029066296,0.848849918576
0.00478436889111,0.00945752695837
0.580214649613,0.854216500274
-inf,0.958946597777
0.383118699781,0.764195651347
0.0,0.0019905218906
-inf,0.472224908639
0.0884832871134,0.451746645217
0.295457504946,0.605786850174
0.295150838868,0.411437001427
0.107472956933,0.190119393125
0.000414644035534,0.00252017230147
0.0892059278784,0.136653374412
0.186356251088,0.492223137076
0.280600537938,0.590207217019
0.276050678422,0.449168577756
0.204134718368,0.344228329376
0.00504998091201,0.0101033977925
0.298425284247,0.47224450267
0.00381290344878,0.0114964831474
0.210421145481,0.352086145822
0.554207549389,0.898900446748
0.175237820213,0.287314671068
0.00215432296757,0.00638337471334
0.270990895727,0.555167667522
0.0868802278781,0.696869946126
0.385907211664,0.50837584799
0.305357996071,0.487735312374
0.357080677776,0.637603799783
0.261372227136,0.498539077388
0.0368494235395,inf
0.0253698641868,0.0576808561732
0.220320649114,0.346173514737
0.236990567007,0.43052354671
0.0104881639264,0.0211654786859
0.161040314071,0.364850386863
0.209955120777,0.332811203303
0.307986008438,0.420915591884
-inf,0.013060836485
0.014996432929,0.0362345536525
0.232300554675,0.46372095373
0.0900233690431,0.192688149939
0.296313602463,0.508064738662
0.20505977062,0.366195837749
0.203424752427,0.391925856504
0.256471957744,0.666843114787
0.28405296292,0.554494945217
0.255541243451,0.464803002981
0.125798231404,0.249371893929
0.251170011998,0.595528081467
0.257620984316,0.560976344237
0.10860366944,0.191475765506
0.3108703901,inf
0.179002581012,0.282936961603
0.0659989791539,0.113567854285
0.345122783795,0.678859968627
0.24124203583,0.501426913996
0.188294800183,0.282609696645
0.193600167751,0.345949466024
