min.log.penalty,max.log.penalty
0.145301942056,0.215860077356
0.17930005392,0.420760219237
0.546290112928,0.933335921363
0.403979201934,1.0
0.114870793075,0.170971136749
0.350661317989,0.567372312644
-inf,0.51682500546
0.468725520963,0.689604650794
0.194450283127,0.537183984777
0.389684278138,0.954977516589
0.614388702307,0.973688891266
0.450226443499,0.860645614975
0.160615193118,0.270180677917
0.495814585045,0.888206314548
0.0374055018535,0.083409637763
-inf,0.11353573256
0.0403525500825,0.0676908846174
0.327563594849,0.603791540889
0.354885903328,0.893830158303
0.401977811572,0.747288056453
0.0825752677093,0.136370921295
0.133296222637,0.356696436478
-inf,0.673573938448
0.358279017535,0.884747866428
0.325495279012,0.534531190697
0.210655196674,0.359395057819
0.343391581526,0.791981750718
0.132290759048,0.194305190972
0.206965028615,0.495501963975
0.350107914175,0.549372350395
0.142360270513,0.244640046908
-inf,0.780596088946
0.0301391209854,0.0655811574213
0.557632546729,0.955384783799
0.382634324847,0.638107377241
0.0259321492871,0.0570870482723
0.355025459623,0.692565823644
0.143272585878,0.315943992201
0.0209622748463,0.0583511838735
0.141277455931,0.415461908588
0.125671726273,0.230255170228
0.0557873092682,0.125647051976
-inf,0.704525750831
0.210565712791,0.395305017855
0.0846943011446,0.211640743339
0.448795336115,0.776170262941
0.10628862867,0.262234105502
0.335078264155,0.730052414975
0.0387415930827,0.0676402131748
0.575808245559,0.848125157283
-inf,0.642017456154
0.437170219429,0.872559866065
0.154425357813,0.316908206236
-inf,0.690296083332
0.0478546457273,0.251193109367
0.360563411143,0.739695585757
0.0714387723973,0.100479709404
0.244176129349,0.430721136686
0.379296198215,0.723037436833
0.363557462401,0.554275968557
0.0163501018949,0.0473820057695
0.0381962171436,0.0830695411021
0.169147223194,0.276202630522
0.412770106586,0.695270067248
0.182733795608,0.317109333889
0.177520773317,0.281848429404
0.220811089559,0.520155245913
0.0347662416151,0.0597962593478
0.288008509444,0.468222802524
0.0246371379571,0.0419641055417
0.243236774159,0.498221548999
0.301034602261,0.617355377378
0.0734065105702,0.596525660825
0.0899110752768,0.119171980779
0.226139067199,0.361989381801
0.267820092572,0.479241970934
0.296988850871,0.56698213584
0.324551287065,inf
0.269427540368,0.591620947567
0.343961750075,0.540297798401
0.329673539526,0.598953562678
0.416388949261,0.77690227555
0.0129943351294,0.0326873543488
0.016901784012,0.0282978395396
0.22482990897,0.307759205071
-inf,0.154795481826
0.0888119932942,0.203730711375
0.294983698557,0.589153096556
0.236719415957,0.504099398426
0.277734956965,0.476882066204
0.181566236177,0.325056319006
0.258278302667,0.49789095797
0.236935800585,0.617593591103
0.297629290743,0.581691733082
0.265925552141,0.484299230121
0.230714847167,0.45659584523
0.253641289899,0.602486414885
0.117624747253,0.258320041095
0.262107243379,0.460692345695
0.303514766396,inf
0.221018282295,0.34956348175
0.240872454789,0.411487572421
0.0718390611351,0.143569293961
0.172684005661,0.360397492192
0.253898365445,0.381150619399
0.119671565275,0.215061406237
0.216808978773,0.317695477994
0.0543542551908,0.0763917030268
0.202569673988,0.522584698996
0.158010674119,0.260817492599
0.257373476637,inf
0.018189430988,0.0376662752432
0.240790452124,0.401169818458
0.156416236015,0.454588832398
0.0399300357458,0.122338026113
0.0227852587678,0.0621914306298
0.00103351820982,0.00427029429606
0.276187927323,0.451497626486
0.13502757187,0.237956636294
0.210499228232,0.523330902435
0.284243879831,0.449411494049
0.260559057475,0.490089141202
0.36152140268,0.553440586277
0.141137356689,0.239240728044
0.0360119762003,0.0779541755292
0.123187769157,0.206677179378
0.0634168398247,0.213219324909
0.288516812907,0.473985538678
0.0102225265011,0.0232385567949
0.00990554858039,0.0357055666145
0.252103987604,0.424544233918
0.107657243662,0.295106155986
0.00652594005234,0.0148537985045
0.149068188885,0.484103324988
0.0253311899346,0.0471395109182
0.315992476028,0.517868668589
0.048547831208,0.0947532794015
0.223494585618,0.417943824356
0.239620111691,0.405620904683
0.255811917741,0.387498712419
0.129456737156,0.32249659313
0.215034054186,0.432015138723
0.00105376763452,0.00473334253024
0.167005801427,inf
0.0372129947031,0.0499529807317
0.0478616555173,0.0907740134761
0.103737341361,0.171144630191
0.0695022890508,0.139098811879
0.113844071047,0.256360502725
0.0252016227194,0.0517965414717
0.10266918268,0.216989873435
0.0319788884521,0.0580572512008
0.0405273119306,0.0990725470123
0.140604688483,0.259007218187
0.0472557642987,0.074475510914
0.172440668191,0.296340979453
0.0302273187675,0.0675360996647
0.110403610776,0.209596576713
0.0248361722085,0.0386840184802
0.108987004309,0.232324412398
0.128750154824,0.298986549461
0.158341639298,0.34316077029
0.163555416147,0.352467825578
0.132891085608,0.240950505967
0.00073873342406,0.00659744792283
0.174200525292,0.260013051514
0.0731839289265,0.117242012464
0.0932310655276,0.167720235191
0.0754864345849,0.138394736297
0.0656658719785,0.116434181052
0.119222461005,0.227058785657
0.109119146308,0.192763076775
0.119253891888,0.190787741892
0.052146129513,0.0972036737902
0.0,0.00321896577441
0.105209650821,0.181089634616
0.0525791363043,0.0934825315883
0.0310492191445,0.0804118441507
0.0488437291489,0.0794421586101
0.0360436376174,0.0997452410778
0.0361604400355,0.0718653859953
0.0628654077979,0.127341549699
0.0404308232952,0.110259141594
0.0318557024619,0.0633602053567
0.0466733750654,0.0810876034125
0.0521441611172,0.0851988388433
0.0200277393342,0.0383530234941
0.0268061933755,0.0530995271516
0.00848657436212,0.0202875509448
0.00888022539021,0.0183347354302
0.029283879319,inf
0.0219883483719,0.0479403052628
0.0447644740156,0.0917228761794
0.0199475108405,0.050697455896
