min.log.penalty,max.log.penalty
5.05693558488179,6.64859895107148
4.65371581158681,5.06488365983477
-Inf,4.34196932964021
5.75955021774638,Inf
3.55883677575088,4.2402850682281
-Inf,7.3583719875815
1.92217345550091,5.00641508787581
2.47670975122077,6.53678524888552
3.00502447728761,5.38664904192426
-Inf,4.5888762815324
-Inf,4.48393908853898
-Inf,4.08889449172319
-Inf,5.77628155236163
-Inf,6.97897046405878
4.38556661405353,Inf
1.57582831726311,Inf
3.21504766591768,4.73188317299569
4.28160193083921,5.98264092034164
-Inf,3.74970438753745
2.86597144205491,Inf
4.78889917625151,Inf
3.7328213465594,Inf
4.42656364666242,Inf
